,Gu,Dong,Name,Date,Price,Area,Floor,Address,Year,Month,Interest Rate,Jeonse Index,Total Population,Children,Adolescent,Youth,Middle-Aged,Old Age,Consumption,major,Building Year,Longitude,Latitude,Nearest Medical Center,Distance to MC,Nearest Station,Distance to NS,Elementary Schools Num,High Schools Num,Market Num,Hospital Num,Park Presence,Nearby Hangang,Gu_encoding,Dong_encoding
1750,강동구,성내동,집앤사비키아파트,20240121,70000,72.06,3,강동구 성내동 0545-0008,2024,202401,3.5,54.0,65323,0.0645867459,0.100225036,0.272798249,0.38715307,0.175221591,6.780687751,0,5,127.1287634,37.5275057,성심의료재단강동성심병원,1.1033209713435912,강동구청,0.47503250574461076,1,1,19,10,1,0,2,93
1751,동대문구,답십리동,청계푸르지오시티,20240121,13700,18.92,6,동대문구 답십리동 0497-0023,2024,202401,3.5,54.0,55278,0.0902709939,0.0960780057,0.256485401,0.383787402,0.173378198,6.662840572,2,9,127.0506206,37.5689743,한양대학교병원,1.1242364773391693,용답,0.24506878456239053,2,0,5,5,1,0,11,80
1752,동대문구,전농동,전농동삼성래미안,20240121,68500,59.93,9,동대문구 전농동 0155-0000,2024,202401,3.5,54.0,50206,0.0797713421,0.114587898,0.219057483,0.399155479,0.187427797,6.662840572,2,24,127.0556164,37.5819421,서울성심병원,0.5672857323258783,청량리역,0.6320157207490231,3,1,6,5,1,0,11,81
1753,강동구,고덕동,고덕 아이파크,20240121,107000,59.99,3,강동구 고덕동 0499-0000,2024,202401,3.5,54.0,46811,0.145158189,0.127256414,0.190809852,0.408301468,0.128474077,6.780687751,1,13,127.1552711,37.5589405,강동경희대학교의대병원,0.783134460479346,고덕,0.3972356344731156,2,2,6,2,1,0,2,94
1754,강동구,고덕동,고덕그라시움,20240121,160000,84.24,10,강동구 고덕동 0693-0000,2024,202401,3.5,54.0,46811,0.145158189,0.127256414,0.190809852,0.408301468,0.128474077,6.780687751,0,5,127.1626542,37.5579094,강동경희대학교의대병원,0.816164259549739,강일,0.5833916634676917,3,2,6,2,1,0,2,95
1755,강동구,상일동,고덕롯데캐슬베네루체,20240121,125000,84.15,8,강동구 상일동 0514-0000,2024,202401,3.5,54.0,51047,0.148666915,0.127294454,0.200129293,0.394303289,0.129606049,6.780687751,1,5,127.1676848,37.5492223,강동경희대학교의대병원,0.9858016958901347,강일,0.8808716117472134,3,2,2,1,1,0,2,96
1756,은평구,신사동,신사씨티,20240121,40000,58.09,20,은평구 신사동 0297-0000,2024,202401,3.5,54.0,10830,0.0694367498,0.111265005,0.275900277,0.36611265,0.177285319,6.133962743,0,31,126.904121,37.600362,의료법인청구성심병원,2.6473573064648352,새절(신사),0.5937960135082285,1,0,1,3,1,0,22,55
1757,은평구,신사동,신사씨티,20240121,40000,58.09,20,은평구 신사동 0297-0000,2024,202401,3.5,54.0,45322,0.0631260756,0.105070385,0.232756719,0.402961034,0.196085786,6.133962743,0,31,126.904121,37.600362,의료법인청구성심병원,2.6473573064648352,새절(신사),0.5937960135082285,1,0,1,3,1,0,22,56
1758,강동구,상일동,고덕아르테온,20240121,143000,84.97,23,강동구 상일동 0519-0000,2024,202401,3.5,54.0,51047,0.148666915,0.127294454,0.200129293,0.394303289,0.129606049,6.780687751,0,4,127.1643531,37.5555516,강동경희대학교의대병원,0.7499885818997613,강일,0.45746213370477956,4,2,6,2,1,0,2,97
1759,중랑구,신내동,동성7,20240121,55300,84.78,4,중랑구 신내동 0797-0000,2024,202401,3.5,54.0,57327,0.0838173984,0.113332287,0.200481448,0.405969264,0.196364715,6.258485261,0,25,127.0971513,37.6060581,서울특별시서울의료원,0.7618834576035114,망우,0.9191701664353676,3,0,4,10,1,0,25,55
1760,마포구,도화동,도화현대,20240121,89900,59.4,9,마포구 도화동 0547-0000,2024,202401,3.5,54.0,21461,0.0830343414,0.0982246866,0.271515773,0.381063324,0.166161875,7.625313276,2,26,126.9538896,37.5402492,연세대학교의과대학세브란스병원,2.690467034773107,마포,0.43951546173807465,4,1,11,2,1,0,13,93
1761,서대문구,남가좌동,DMC파크뷰자이1단지,20240121,115000,84.97,19,서대문구 남가좌동 0385-0000,2024,202401,3.5,54.0,45707,0.125123066,0.120353556,0.217800337,0.383223576,0.153499464,6.647932442,2,9,126.9178502,37.5722677,의료법인동신의료재단동신병원,1.9211442519275748,가좌,0.4445219880917476,1,1,1,4,1,0,14,56
1762,송파구,신천동,파크리오,20240121,205000,84.9,7,송파구 신천동 0017-0000,2024,202401,3.5,54.0,37702,0.132937245,0.122646014,0.183703782,0.40493873,0.15577423,7.869572646,0,16,127.1061782,37.5205493,재단법인아산사회복지재단서울아산병원,0.6930363363999934,잠실나루,0.2192694893491052,3,2,10,4,1,0,18,139
1763,도봉구,도봉동,서원,20240121,37800,49.77,4,도봉구 도봉동 0641-0000,2024,202401,3.5,54.0,46010,0.0576179092,0.0816126929,0.190567268,0.400239079,0.269963052,5.796132824,0,28,127.0480883,37.6734482,인제대학교상계백병원,3.0652210389456354,도봉산,1.7375454652652942,2,1,6,5,1,0,10,63
1764,성북구,돈암동,한신,20240121,90000,132.96,8,성북구 돈암동 0609-0001,2024,202401,3.5,54.0,38204,0.0859072348,0.130352843,0.198330018,0.412810177,0.172599728,6.243843159,0,26,127.0103271,37.5948247,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),1.6584274550258846,정릉,0.5437479615015587,3,2,7,3,1,0,17,85
1765,노원구,하계동,한신1,20240121,30000,27.0,4,노원구 하계동 0284-0000,2024,202401,3.5,54.0,47195,0.0685665854,0.167814387,0.184680581,0.41192923,0.167009217,6.329893618,0,36,127.068721,37.6378691,노원을지대학교병원,0.1946491177022962,하계,0.33450970030664395,4,3,11,5,1,0,9,125
1766,성동구,행당동,행당한진타운,20240121,98000,59.96,19,성동구 행당동 0346-0000,2024,202401,3.5,54.0,41800,0.0811722488,0.133779904,0.261985646,0.369425837,0.15361244,7.310219689,0,24,127.0292058,37.5558953,한양대학교병원,1.4534073339694895,행당,0.19296059643778013,3,0,10,3,1,0,16,83
1767,서초구,우면동,서초힐스,20240121,134000,84.96,19,서초구 우면동 0773-0000,2024,202401,3.5,54.0,27344,0.110078994,0.131729081,0.188523991,0.398442071,0.171225863,8.125860962,0,12,127.0180743,37.4574082,기쁨병원,2.8137689010008895,양재시민의숲(매헌),2.2725309998655265,1,0,0,1,1,0,15,64
1768,동작구,사당동,극동(105),20240121,96000,84.32,19,동작구 사당동 0105-0000,2024,202401,3.5,54.0,96726,0.0673035172,0.0927568596,0.293261377,0.360957757,0.185699812,6.318370097,0,31,126.9759649,37.4896368,중앙대학교병원,2.3560178866270998,남성,0.6090149972555878,3,1,13,7,1,0,12,88
1769,마포구,중동,현대,20240121,69000,59.55,11,마포구 중동 0040-0012,2024,202401,3.5,54.0,9701,0.0887537367,0.155241728,0.201525616,0.413771776,0.140707144,7.625313276,2,24,126.9086109,37.5704477,의료법인동신의료재단동신병원,2.735122428554709,가좌,0.6034259344921842,3,1,2,7,1,0,13,94
1770,강서구,등촌동,등촌동아이파크,20240122,96000,85.0,4,강서구 등촌동 0715-0000,2024,202401,3.5,54.0,73652,0.0645196329,0.092475425,0.30608809,0.357478412,0.17943844,7.385394433,1,20,126.860258,37.5439099,부민병원,1.6652167739020698,화곡,1.439048739811874,3,2,4,3,1,0,4,91
1771,영등포구,신길동,보라매에스케이뷰,20240122,138500,84.98,23,영등포구 신길동 4958-0000,2024,202401,3.5,54.0,102393,0.0796734152,0.0961979823,0.261482718,0.380670554,0.18197533,8.130311556,0,4,126.9174535,37.5029108,성애의료재단성애병원,1.1048531622184916,신풍,0.48574950344962814,2,0,3,14,1,0,20,78
1772,동작구,흑석동,흑석한강센트레빌,20240122,160000,84.84,4,동작구 흑석동 0335-0000,2024,202401,3.5,54.0,30013,0.100556426,0.120181255,0.230666711,0.387898577,0.160697031,6.318370097,0,13,126.965166,37.5058034,중앙대학교병원,0.4107450114814173,상도,1.3107073883775668,3,0,1,1,1,0,12,89
1773,은평구,수색동,DMCSKVIEW,20240122,165500,112.87,22,은평구 수색동 0418-0000,2024,202401,3.5,54.0,20585,0.104396405,0.110323051,0.260383775,0.385669177,0.139227593,6.133962743,1,1,126.9001573,37.5811444,의료법인동신의료재단동신병원,3.2098756465604454,디지털미디어시티,0.547783253034937,2,0,4,1,1,0,22,57
1774,강동구,암사동,메이저(474-21),20240122,63000,83.2,6,강동구 암사동 0474-0021,2024,202401,3.5,54.0,65746,0.0914580355,0.103565236,0.230097649,0.402260214,0.172618867,6.780687751,0,22,127.1364531,37.5523663,강동경희대학교의대병원,1.8191383992385148,암사,0.8253193138291335,2,1,6,4,1,0,2,98
1775,동작구,신대방동,보라매자이더포레스트,20240122,100000,59.94,10,동작구 신대방동 0724-0000,2024,202401,3.5,54.0,45337,0.0844343472,0.122747425,0.26106712,0.373359508,0.158391601,6.318370097,2,3,126.9260925,37.4985524,서울특별시보라매병원,0.5669499502541987,보라매병원,0.6609959205011495,1,0,4,9,1,0,12,90
1776,은평구,증산동,DMC센트럴자이(2단지),20240122,117000,59.97,14,은평구 증산동 0258-0000,2024,202401,3.5,54.0,18240,0.0748355263,0.11370614,0.230372807,0.39183114,0.189254386,6.133962743,2,1,126.9037182,37.5799825,의료법인동신의료재단동신병원,2.898790292800814,디지털미디어시티,0.32756905990904794,2,0,1,3,1,0,22,58
1777,강동구,둔촌동,둔촌푸르지오,20240122,120000,84.91,21,강동구 둔촌동 0630-0000,2024,202401,3.5,54.0,24349,0.0853423139,0.107109122,0.240708037,0.394225636,0.172614892,6.780687751,2,14,127.1465423,37.5341585,한국보훈복지의료공단중앙보훈병원,0.6604144437089552,중앙보훈병원,0.13768128866554472,2,2,6,8,1,0,2,99
1778,서대문구,연희동,연희자이엘라,20240122,15300,13.64,13,서대문구 연희동 0745-0000,2024,202401,3.5,54.0,33908,0.0526719358,0.136604931,0.302760411,0.339094019,0.168868704,6.647932442,2,10,126.9281071,37.5641089,연세대학교의과대학세브란스병원,1.1428869461054583,홍대입구,1.0012967041005727,0,1,6,15,1,0,14,57
1779,용산구,이촌동,이촌동삼성리버스위트,20240122,305000,134.9,10,용산구 이촌동 0426-0000,2024,202401,3.5,54.0,32810,0.108137763,0.11578787,0.195214874,0.402560195,0.178299299,7.122794962,2,22,126.9768139,37.5172452,중앙대학교병원,1.8098802326202226,이촌,0.5570207545913531,1,0,3,1,1,1,21,27
1780,은평구,신사동,신사동한신휴플러스,20240122,55600,59.76,11,은평구 신사동 0365-0000,2024,202401,3.5,54.0,10830,0.0694367498,0.111265005,0.275900277,0.36611265,0.177285319,6.133962743,0,21,126.9061893,37.5989712,의료법인청구성심병원,2.69683426658198,새절(신사),0.3839523361310504,1,0,1,4,1,0,22,59
1781,은평구,신사동,신사동한신휴플러스,20240122,55600,59.76,11,은평구 신사동 0365-0000,2024,202401,3.5,54.0,45322,0.0631260756,0.105070385,0.232756719,0.402961034,0.196085786,6.133962743,0,21,126.9061893,37.5989712,의료법인청구성심병원,2.69683426658198,새절(신사),0.3839523361310504,1,0,1,4,1,0,22,60
1782,구로구,신도림동,SKVIEW,20240122,95000,84.96,7,구로구 신도림동 0432-0001,2024,202401,3.5,54.0,36057,0.113930721,0.118007599,0.248051696,0.384946058,0.135063927,7.212296533,1,18,126.8865195,37.5070216,고려대학교의과대학부속구로병원,1.6653412227594107,남구로,0.29411465826432115,3,0,13,8,1,0,7,96
1783,영등포구,당산동,훼미리하우스138,20240122,12400,14.28,12,영등포구 당산동 0121-0108,2024,202401,3.5,54.0,8231,0.0598955169,0.102174705,0.480865023,0.260114202,0.0969505528,8.130311556,0,11,126.907968,37.5275789,한림대학교한강성심병원,0.5024598211035332,영등포시장,0.7320924196584038,2,0,11,11,1,0,20,79
1784,영등포구,당산동,훼미리하우스138,20240122,12400,14.28,12,영등포구 당산동 0121-0108,2024,202401,3.5,54.0,8231,0.0598955169,0.102174705,0.480865023,0.260114202,0.0969505528,8.130311556,0,11,126.907968,37.5275789,한림대학교한강성심병원,0.5024598211035332,영등포시장,0.7320924196584038,2,0,11,11,1,0,20,80
1785,광진구,자양동,더샵스타시티,20240122,187000,127.95,50,광진구 자양동 0227-0007,2024,202401,3.5,54.0,92572,0.0693298189,0.107062611,0.264896513,0.389167351,0.169532904,6.429904783,2,17,127.0726426,37.5378078,건국대학교병원,0.34079290446769445,건대입구,0.46177024617860196,3,1,12,9,1,0,6,37
1786,성동구,옥수동,옥수파크힐스101동~116동,20240122,156000,59.91,9,성동구 옥수동 0528-0000,2024,202401,3.5,54.0,25382,0.111890316,0.0812780711,0.256165787,0.389291624,0.161374202,7.310219689,0,8,127.0139042,37.548342,순천향대학교 부속 서울병원,1.8163791201657666,신금호,0.7752356882964757,2,1,6,4,1,0,16,84
1787,서대문구,연희동,홍연,20240122,42000,52.59,2,서대문구 연희동 0708-0004,2024,202401,3.5,54.0,33908,0.0526719358,0.136604931,0.302760411,0.339094019,0.168868704,6.647932442,0,43,126.9289823,37.575238,의료법인동신의료재단동신병원,0.9349577465015074,무악재,1.1101475654381923,0,1,1,2,1,0,14,58
1788,구로구,개봉동,현대홈타운,20240122,76400,84.92,5,구로구 개봉동 0480-0000,2024,202401,3.5,54.0,82340,0.0725649745,0.096478018,0.216383289,0.401797425,0.212776293,7.212296533,2,23,126.8616308,37.4916264,구로성심병원,0.9845085828666614,개봉,0.402394647062446,1,1,6,3,1,0,7,97
1789,도봉구,창동,현대조합,20240122,55000,59.91,11,도봉구 창동 0813-0000,2024,202401,3.5,54.0,115486,0.0690126942,0.112230054,0.216701592,0.411114767,0.190932234,5.796132824,2,24,127.0408817,37.6557959,의료법인한전의료재단 한일병원,1.4994568929039829,창동,0.6562524290590261,5,1,4,8,1,0,10,64
1790,영등포구,대림동,현대3차,20240122,55900,43.92,19,영등포구 대림동 0608-0001,2024,202401,3.5,54.0,47007,0.0539706852,0.0890718404,0.241304487,0.396877061,0.218754654,8.130311556,2,27,126.8956224,37.505518,명지성모병원,1.3363245116817144,신도림,0.5345466165050325,2,0,7,19,1,0,20,81
1791,강남구,압구정동,"현대10차(201,202동)",20240122,415000,108.15,12,강남구 압구정동 0436-0000,2024,202401,3.5,54.0,30190,0.100828089,0.133189798,0.159688639,0.400761842,0.205498509,8.94471406,2,42,127.0250923,37.5310972,순천향대학교 부속 서울병원,1.84839675982568,압구정,0.9138367888327068,1,1,26,6,1,1,1,116
1792,동작구,신대방동,현대,20240122,86000,84.57,18,동작구 신대방동 0707-0000,2024,202401,3.5,54.0,45337,0.0844343472,0.122747425,0.26106712,0.373359508,0.158391601,6.318370097,2,28,126.912248,37.4945815,한림대학교강남성심병원,0.3484940241188482,보라매공원,0.5282660828975877,4,0,2,6,1,0,12,91
1793,구로구,개봉동,현대,20240122,85000,114.99,8,구로구 개봉동 0481-0000,2024,202401,3.5,54.0,82340,0.0725649745,0.096478018,0.216383289,0.401797425,0.212776293,7.212296533,2,23,126.8585019,37.4920883,구로성심병원,1.0894248379369245,개봉,0.3321669017009449,1,1,6,3,1,0,7,98
1794,중랑구,면목동,현대,20240122,68300,84.81,18,중랑구 면목동 1502-0000,2024,202401,3.5,54.0,134638,0.0617284868,0.0867214308,0.245495328,0.410701288,0.195353466,6.258485261,2,30,127.0898065,37.576262,녹색병원,0.8825086563762894,용마산(용마폭포공원),0.6451888112811344,2,1,5,2,1,0,25,56
1795,송파구,방이동,올림픽카운티,20240122,35000,38.22,5,송파구 방이동 0051-0004,2024,202401,3.5,54.0,59132,0.0731076236,0.117279984,0.286917405,0.374010688,0.1486843,7.869572646,0,21,127.1144967,37.5149314,재단법인아산사회복지재단서울아산병원,1.4063223129006508,잠실나루,0.9673256476344567,2,2,1,8,1,0,18,140
1796,노원구,월계동,사슴3,20240122,31500,39.6,2,노원구 월계동 0320-0011,2024,202401,3.5,54.0,74540,0.0725784814,0.112999732,0.204561309,0.393332439,0.216514623,6.329893618,0,29,127.0596897,37.63173,노원을지대학교병원,1.0485120350741746,월계,0.3770823691741598,4,2,8,3,1,0,9,126
1797,강서구,염창동,송촌,20240122,78000,84.99,16,강서구 염창동 0264-0018,2024,202401,3.5,54.0,41260,0.115777993,0.125036355,0.269510422,0.380731944,0.108943287,7.385394433,0,19,126.8728226,37.5494918,이화여자대학교의과대학부속목동병원,1.8621440153185138,화곡,2.4458408462434145,4,1,5,5,1,0,4,92
1798,강남구,삼성동,삼성동한솔아파트,20240122,140000,58.57,5,강남구 삼성동 0004-0006,2024,202401,3.5,54.0,42657,0.091919263,0.132240898,0.238202405,0.399418618,0.138218815,8.94471406,2,26,127.0455214,37.5173904,차의과학대학교 강남차병원,1.5175773739441671,강남구청,0.30015800986689717,2,4,12,11,1,0,1,117
1799,송파구,잠실동,리센츠,20240122,229000,84.99,9,송파구 잠실동 0022-0000,2024,202401,3.5,54.0,105918,0.104354312,0.136029759,0.214524443,0.397779414,0.14730263,7.869572646,0,16,127.0860249,37.5143656,혜민병원,2.3393245706893984,종합운동장,0.29231687501578923,3,3,9,2,1,0,18,141
1800,서초구,방배동,한신트리플,20240122,45000,43.93,11,서초구 방배동 0816-0001,2024,202401,3.5,54.0,94366,0.0869804803,0.131562215,0.215840451,0.396286798,0.169319458,8.125860962,0,20,126.9893024,37.4912773,학교법인가톨릭학원가톨릭대학교서울성모병원,1.79472576523232,남태령,0.067902890255051,2,3,12,9,1,0,15,65
1801,송파구,잠실동,리센츠,20240122,89500,27.68,9,송파구 잠실동 0022-0000,2024,202401,3.5,54.0,105918,0.104354312,0.136029759,0.214524443,0.397779414,0.14730263,7.869572646,0,16,127.0860249,37.5143656,혜민병원,2.3393245706893984,종합운동장,0.29231687501578923,3,3,9,2,1,0,18,142
1802,도봉구,도봉동,한신,20240122,52000,84.94,3,도봉구 도봉동 0030-0001,2024,202401,3.5,54.0,46010,0.0576179092,0.0816126929,0.190567268,0.400239079,0.269963052,5.796132824,0,29,127.0480505,37.6857547,인제대학교상계백병원,4.340996624917085,도봉산,0.3843978237385942,2,0,3,1,1,0,10,65
1803,강서구,방화동,한숲마을대림,20240122,59800,84.83,14,강서구 방화동 0862-0000,2024,202401,3.5,54.0,68811,0.0696836262,0.0899710802,0.243187862,0.384269957,0.212887474,7.385394433,0,25,126.8175246,37.5772585,우리들병원,2.5214915046340436,방화,0.11943590612621753,2,0,5,4,1,0,4,93
1804,구로구,구로동,하나세인스톤1차,20240122,13500,21.73,14,구로구 구로동 0110-0008,2024,202401,3.5,54.0,114035,0.0621212785,0.0943569957,0.280115754,0.379453677,0.183952295,7.212296533,0,13,126.8889881,37.5012645,고려대학교의과대학부속구로병원,1.0844616818457318,남구로,0.4248908462464843,4,0,13,12,1,0,7,99
1805,노원구,월계동,월계센트럴아이파크,20240122,74500,59.99,9,노원구 월계동 0951-0000,2024,202401,3.5,54.0,74540,0.0725784814,0.112999732,0.204561309,0.393332439,0.216514623,6.329893618,1,4,127.0573545,37.6303022,노원을지대학교병원,1.3064411699699743,석계,0.23527385782597593,4,2,3,2,1,0,9,127
1806,강남구,역삼동,대명벨리온,20240122,17200,17.68,3,강남구 역삼동 0727-0002,2024,202401,3.5,54.0,70497,0.0711661489,0.125154262,0.322368328,0.379377846,0.101933416,8.94471406,0,12,127.0391071,37.4979537,연세대학교의과대학강남세브란스병원,0.8553387611112222,강남,0.24137296713897244,0,5,15,6,1,0,1,118
1807,관악구,봉천동,프라비다M,20240122,14000,15.66,10,관악구 봉천동 0893-0001,2024,202401,3.5,54.0,221702,0.0544018547,0.117820317,0.345558452,0.32166151,0.160557866,6.374571906,0,10,126.947677,37.482456,의료법인서울효천의료재단 에이치플러스양지병원,1.3509330430378146,낙성대(강감찬),0.6970483047445354,3,0,8,8,1,0,5,51
1808,성동구,성수동2가,롯데캐슬파크,20240122,148000,102.0,3,성동구 성수동2가 0835-0000,2024,202401,3.5,54.0,24586,0.0559261368,0.0834214594,0.277963068,0.399699016,0.18299032,7.310219689,1,21,127.0559786,37.5460554,건국대학교병원,1.536776413130395,성수,0.17658513292145198,3,1,4,11,1,0,16,85
1809,서대문구,연희동,성원,20240122,57500,59.61,2,서대문구 연희동 0740-0000,2024,202401,3.5,54.0,33908,0.0526719358,0.136604931,0.302760411,0.339094019,0.168868704,6.647932442,0,23,126.9386404,37.5761583,의료법인동신의료재단동신병원,0.5790808822787697,무악재,0.7371331415207351,0,0,0,2,1,0,14,59
1810,마포구,공덕동,공덕1삼성래미안,20240122,104500,59.74,14,마포구 공덕동 0371-0000,2024,202401,3.5,54.0,25605,0.0866627612,0.0969732474,0.296348369,0.377387229,0.142628393,7.625313276,2,25,126.9511682,37.5465592,연세대학교의과대학세브란스병원,1.9554220344846778,이대,0.6430918132929212,3,2,9,2,1,0,13,95
1811,종로구,평창동,롯데캐슬로잔,20240122,135000,191.73,1,종로구 평창동 0108-0000,2024,202401,3.5,54.0,11635,0.0798452944,0.113794585,0.196562097,0.416501934,0.193210142,7.980683949,1,15,126.9774203,37.6099866,서울대학교병원,3.869031826362152,북한산보국문,2.3183789013883853,0,0,0,1,1,0,23,9
1812,도봉구,도봉동,도봉파크빌3,20240122,55000,84.17,2,도봉구 도봉동 0644-0000,2024,202401,3.5,54.0,46010,0.0576179092,0.0816126929,0.190567268,0.400239079,0.269963052,5.796132824,0,22,127.0486491,37.6876593,인제대학교상계백병원,4.52801291999553,도봉산,0.23188325632396212,2,0,3,0,1,0,10,66
1813,송파구,문정동,파크하비오,20240122,143000,84.97,18,송파구 문정동 0618-0000,2024,202401,3.5,54.0,61420,0.0700097688,0.092803647,0.332302182,0.357994139,0.146890264,7.869572646,0,8,127.1236753,37.4806164,경찰병원,1.7566033143500952,문정,0.5610814464865495,2,0,7,4,1,0,18,143
1814,성동구,하왕십리동,센트라스,20240122,122000,59.95,16,성동구 하왕십리동 1070-0000,2024,202401,3.5,54.0,30254,0.100912276,0.0992265486,0.26191578,0.38993191,0.148013486,7.310219689,0,8,127.0276256,37.5661139,서울특별시동부병원,1.0847771178975674,상왕십리,0.23905824092257022,3,0,10,10,1,0,16,86
1815,중구,신당동,남산타운,20240122,111000,84.88,2,중구 신당동 0844-0000,2024,202401,3.5,54.0,67364,0.0611305742,0.0888308295,0.247565465,0.390594383,0.211878748,8.417634347,0,22,127.009272,37.5490163,순천향대학교 부속 서울병원,1.7407641166794672,신금호,1.0789257600925457,1,1,3,4,1,0,24,26
1816,양천구,목동,부영2,20240122,179000,159.6,25,양천구 목동 0908-0028,2024,202401,3.5,54.0,145375,0.0970868444,0.14999828,0.203198624,0.417472055,0.132244196,6.508188939,0,24,126.881126,37.5363537,이화여자대학교의과대학부속목동병원,0.4492942210714935,양평,1.5052370175265377,2,2,4,1,1,0,19,106
1817,중구,신당동,남산타운,20240122,96500,59.94,9,중구 신당동 0844-0000,2024,202401,3.5,54.0,67364,0.0611305742,0.0888308295,0.247565465,0.390594383,0.211878748,8.417634347,0,22,127.009272,37.5490163,순천향대학교 부속 서울병원,1.7407641166794672,신금호,1.0789257600925457,1,1,3,4,1,0,24,27
1818,강동구,상일동,고덕아르테온,20240122,139500,84.97,15,강동구 상일동 0519-0000,2024,202401,3.5,54.0,51047,0.148666915,0.127294454,0.200129293,0.394303289,0.129606049,6.780687751,0,4,127.1643531,37.5555516,강동경희대학교의대병원,0.7499885818997613,강일,0.45746213370477956,4,2,6,2,1,0,2,100
1819,강동구,상일동,고덕아르테온,20240122,148000,84.97,22,강동구 상일동 0519-0000,2024,202401,3.5,54.0,51047,0.148666915,0.127294454,0.200129293,0.394303289,0.129606049,6.780687751,0,4,127.1643531,37.5555516,강동경희대학교의대병원,0.7499885818997613,강일,0.45746213370477956,4,2,6,2,1,0,2,101
1820,광진구,화양동,위너스힐(111-89),20240122,49367,27.2,7,광진구 화양동 0111-0089,2024,202401,3.5,54.0,23134,0.0169015302,0.208481024,0.471254431,0.206535835,0.0968271808,6.429904783,0,3,127.0739781,37.5456058,건국대학교병원,0.5540913859349097,어린이대공원(세종대),0.19733537960684164,2,1,9,6,1,0,6,38
1821,도봉구,방학동,신동아아파트1,20240122,50000,84.87,7,도봉구 방학동 0271-0001,2024,202401,3.5,54.0,72279,0.0689550215,0.109782925,0.182694835,0.420122027,0.218431356,5.796132824,0,38,127.0266906,37.6608958,의료법인한전의료재단 한일병원,1.6562619172012323,솔밭공원,1.3152956811855172,5,0,2,3,1,0,10,67
1822,영등포구,문래동3가,문래자이,20240122,153000,121.53,19,영등포구 문래동3가 0054-0000,2024,202401,3.5,54.0,13533,0.116751644,0.120594103,0.205202099,0.387275549,0.170176605,8.130311556,2,23,126.8967953,37.5161483,씨엠병원,0.6773585034491583,문래,0.38703698205352405,2,0,15,23,1,0,20,82
1823,강북구,미아동,삼각산아이원,20240122,59300,59.76,16,강북구 미아동 1357-0000,2024,202401,3.5,54.0,127024,0.0665307343,0.114088676,0.200780955,0.414779884,0.203811878,5.830852328,0,21,127.0181322,37.6152288,의료법인성화의료재단대한병원,2.286009332079664,솔샘,0.4296154452257702,5,0,2,1,1,0,3,34
1824,종로구,홍파동,경희궁자이(2단지),20240122,200000,84.61,4,종로구 홍파동 0199-0000,2024,202401,3.5,54.0,1554,0.137709138,0.106177606,0.18018018,0.436293436,0.13963964,7.980683949,2,7,126.963559,37.5708391,강북삼성병원,0.4655546827362024,서대문,0.548845696297411,3,2,0,7,1,0,23,10
1825,동작구,노량진동,우성,20240122,81000,59.82,16,동작구 노량진동 0323-0000,2024,202401,3.5,54.0,31286,0.0474333568,0.102761619,0.332385092,0.334526625,0.182893307,6.318370097,0,27,126.9478164,37.5096338,중앙대학교병원,1.1795461885268095,노량진,0.6796613847285247,4,0,0,3,1,0,12,92
1826,성북구,장위동,래미안포레카운티,20240122,81500,59.92,9,성북구 장위동 0322-0000,2024,202401,3.5,54.0,51957,0.0878803626,0.108185615,0.224185384,0.402082491,0.177666147,6.243843159,2,3,127.0533601,37.6180676,노원을지대학교병원,2.514559651047176,돌곶이,0.8600674158778406,4,0,0,3,1,0,17,86
1827,동대문구,답십리동,청계지웰에스테이트,20240122,13000,19.53,9,동대문구 답십리동 0498-0007,2024,202401,3.5,54.0,55278,0.0902709939,0.0960780057,0.256485401,0.383787402,0.173378198,6.662840572,0,12,127.0495345,37.570184,한양대학교병원,1.2101464656979877,용답,0.3648459371680237,4,0,5,5,1,0,11,82
1828,도봉구,창동,창동주공1단지,20240122,48500,49.94,4,도봉구 창동 0305-0000,2024,202401,3.5,54.0,115486,0.0690126942,0.112230054,0.216701592,0.411114767,0.190932234,5.796132824,0,34,127.0393903,37.6534881,의료법인한전의료재단 한일병원,1.2267515489280931,쌍문,0.4379903783709369,3,1,6,6,1,0,10,68
1829,동작구,흑석동,명수대현대,20240122,225000,124.95,7,동작구 흑석동 0010-0000,2024,202401,3.5,54.0,30013,0.100556426,0.120181255,0.230666711,0.387898577,0.160697031,6.318370097,2,36,126.9669454,37.5078696,중앙대학교병원,0.5497811522296934,동작(현충원),1.278060565475398,2,0,1,1,1,1,12,93
1830,강동구,천호동,다성이즈빌(320),20240122,63500,57.43,6,강동구 천호동 0320-0000,2024,202401,3.5,54.0,84813,0.0570195607,0.0840083478,0.286182543,0.386226168,0.186563381,6.780687751,0,7,127.1237009,37.5476464,성심의료재단강동성심병원,1.6495277844521148,암사,0.436664104948411,2,0,8,7,1,1,2,102
1831,성북구,석관동,중앙하이츠,20240122,47800,59.79,5,성북구 석관동 0110-0002,2024,202401,3.5,54.0,33768,0.0652392798,0.0995321014,0.228263445,0.393775172,0.213190002,6.243843159,0,30,127.0667057,37.6111105,경희대학교병원,2.321457590249328,신이문,0.6916536125711519,2,0,2,3,1,0,17,87
